summary,sentiment
Авиакомпания будет летать в Стамбул и Анталью из московского аэропорта Шереметьево. О приостановке международных полетов перевозчик объявил в начале марта из-за риска ареста самолетов в лизинге у иностранных компаний,positive
"Решение о приостановке поставки газа в некоторые европейские страны является правильным, считает спикер Госдумы Вячеслав Володин.",neutral
"Analysts have suggested that if the G7 countries introduce a price cap on Russian oil, Moscow will respond by cutting production: a reduction of 5 million bpd will not cause much damage to the Russian economy, but will cause a significant increase in prices",negative
"Акции Twitter упали на 11% на фоне того, что глава Tesla и SpaceX Илон Маск отказался от сделки на покупку социальной сети за $44 млрд, передает телеканал CNBC.",negative
"The Ministry of Finance made coupon payments of $22.9 million on Eurobonds in Belarusian rubles, which the international rating agency assessed as a default on the debt",negative
"Пользователи смогут выбрать смартфон в качестве основного устройства аутентификации, после чего у них появится возможность заходить на сайты и в приложения путем биометрического сканирования или ввода PIN-кода на мобильном",positive
"The company must pay 2 million rubles for violating the legislation on personal data. The court also issued a fine against Zoom Video Communications, which was fined 1 million rubles.",negative
"The team of American businessman, founder of Tesla and SpaceX Elon Musk will check 100 random Twitter accounts for authenticity.",neutral
"The company intends to go to court to ensure that the deal is closed on the terms agreed upon with Musk. According to the agreement, if the deal fails, the businessman must pay $1 billion in penalties.",negative
"«Аэрофлот» проводит проверку по факту гибели собаки, которую перевозили рейсом Челябинск — Москва, причины смерти животного пока не установлены, сообщили РБК в пресс-службе авиакомпании.",negative
"«Газпром» вышел из участия в своей европейской дочерней компании Gazprom Germania GmbH. Ранее немецкая Handelsblatt писала, что немецкое правительство обсуждает национализацию дочерних структур российских «Газпрома»",negative
"The Federal Antimonopoly Service (FAS) has approved the deal for the purchase of Wimm-Bill-Dann Beverages by the producer of Multipro cheese, the agency reported on its Telegram channel.",positive
"The court's decision concerns the TV channels THT-Comedy, THT4 International, FRIDAY International, KHL TV and TNT Music. Now they can continue to operate in Latvia, but the regulator has promised to appeal the verdict",neutral
"Gazprom has published part of its correspondence with the German company Siemens Energy, which services gas turbines for Nord Stream, and documents on the condition of engines at the Portovaya compressor station.",positive
Материал дополняется.,negative
"The Australian authorities have included 13 Russian legal entities in the sanctions list, according to a document published on the government website.",negative
"In mid-April, the businessman offered to buy all of Twitter's shares for $41 billion, and then raised the price to $46.5 billion. He now owns 9.2% of the shares. The company's board of directors used a ""poison pill"" to avoid a takeover",neutral
"По итогам первого полугодия 2022 года чистая прибыль ""РусГидро"" поРСБУ выросла на 17%, до 34,7 млрд рублей, показатель EBITDA увеличился на 13% до 56,3 млрд рублей, сообщила компания.
Выручка без учета надбавки к цене на мощность в I и II ценовых зонах, установленной для достижения на территориях ДФО базовых уровней цен на электроэнергию, за первое полугодие 2022 года составила 82,9 млрд рублей, что на 10% выше показателя за аналогичный период прошлого года. Изменение обусловлено началом реализации с 1 марта 2022 года электрической энергии Нижне-Бурейской ГЭС, ростом выработки электроэнергии гидроэлектростанциями в ряде макрорегионов России, а также ростом цен РСВ во II ценовой зоне, что позволило компенсировать падение выработки на фоне низкой водности в реках Сибири.
Стоимость активов компании по итогамI полугодия увеличилась на 20,1 млрд рублей, до 1 056,6 млрд рублей. Собственный капитал вырос на 1% до 838,8 млрд рублей.
Размер кредитного портфеля ""РусГидро"" уменьшился по сравнению с показателем на 31 декабря 2021 года на 14% и составил 98,3 млрд рублей, из которых долгосрочные заемные средства составляют около 50%.",positive
MTS increased capital expenditures by almost 30% in the first quarter due to acceleration of purchases of telecommunications equipment,positive
"Российский ЛУКОЙЛ договорился о покупке у британско-голландской Shell дочерней компании в России, которая владеет сетью АЗС и заводом смазочных материалов.",positive
"«Газпром» остановил эксплуатацию еще одного газотурбинного двигателя Siemens на КС «Портовая», сообщили РБК в компании.",negative
"По данным “Ъ”, американская Baker Hughes прекращает обслуживание всех российских СПГ-проектов. В частности, компания отзывает сервисных инженеров с проектов «Сахалин-2» «Газпрома» и «Ямал СПГ» НОВАТЭКа, а также проектных инженеров со строящегося «Арктик СПГ-2» НОВАТЭКа. Одновременно Baker Hughes прекращает отгрузку для последнего проекта оборудования, в том числе газовых турбин. От этих поставок напрямую зависят сроки завершения строительства первой линии «Арктик СПГ-2».",negative
"Russian Agriculture Minister Dmitry Patrushev has been nominated to the board of directors of Gazprom, the company said in a statement following a meeting of the supervisory board.",positive
"Siemens Energy так и не передала российской стороне необходимые документы, которые подтверждают возможность вывода газотурбинного двигателя для компрессорной станции «Портовая» газопровода «Северный поток» из-под санкций.",negative
"As Kommersant has learned, MTS is discussing the purchase of ivi, the largest online cinema in Russia by revenue. Experts estimate it at $1–1.2 billion. The deal could allow ivi shareholders to return their investments in a situation where they failed to hold the planned IPO, and MTS could become an active participant in the online cinema market. According to analysts, the operator’s own project Kion has not taken a significant share in a year of operation.",positive
"«Газпром» объявил о том, что хоть и получил от Siemens Energy документы от Канады по турбинам для «Северного потока», но «вынужден констатировать, что они не снимают ранее обозначенные риски и вызывают дополнительные вопросы».",neutral
"Representatives of the European Union antimonopoly regulator have come to Gazprom offices with searches, Reuters and Bloomberg report, citing sources.",negative
"If a buyer is found, Gazprombank expects to complete the deal by the end of the third quarter of 2022. Its Swiss subsidiary is primarily involved in trade and export finance.",neutral
"ФАС разработала нормативы продажи газа на бирже для «Газпрома» и независимых производителей, следует из сообщения службы.",neutral
"«Газпром экспорт» с 1 июня приостановит поставки газа британско-голландской Shell Energy Company по контракту для Германию и датской Orsted в связи с неуплатой по новой схеме за апрель, говорится в сообщении российской компании.",negative
"Почти максимальное наказание в Гагаринском суде Москвы прокуратура потребовала для фигурантов уголовного дела о хищении средств компании «Аэрофлот» на сумму около 250 млн руб. Как утверждает обвинение, в договорах об оказании юридических услуг заместителем гендиректора «Аэрофлота» Владимиром Александровым и руководителем департамента Татьяной Давыдовой были установлены завышенные расценки на работу внешних адвокатов Дины Кибец и Александра Сливко. Прокуратура предложила каждого из обвиняемых приговорить к девяти годам колонии и оштрафовать на 1 млн руб. Кроме того, надзорное ведомство потребовало удовлетворить гражданский иск к подсудимым на сумму более 120 млн руб. Защита была шокирована предложением прокуратуры и намерена опровергнуть все доводы обвинения.",negative
"Под санкции Австралии попали 14 россиян, «ответственных за серьезную коррупцию», и еще 25 граждан России, которые, по мнению Канберры, причастны к смерти Сергея Магнитского",negative
Gazprom will stop gas supplies to Finland on the morning of May 21; the suspension will last until payment is made in accordance with the procedure established by the decree of the President of Russia,neutral
"Несколько польских районов остались без газа из-за приостановки поставок топлива российской компанией НОВАТЭК, сообщил заместитель министра внутренних дел республики Павел Шефернакер, передает Dziennik.pl.",negative
"The stock of products from brands that have limited their deliveries to Russia will last for 2-3 months. To solve the problem, manufacturers are trying to build new logistics chains, and the authorities are planning to allow parallel imports",neutral
"The force majeure declared by Ukraine for the transit of Russian gas through the Sokhranovka point raises the question of whether Gazprom will continue to pay Kyiv for transit in full. According to the terms of the contract, Gazprom is obliged to pay Ukraine for the capacity to pump 109.5 million cubic meters per day, but now the company cannot use 30% of the booked capacity. The head of Naftogaz of Ukraine, Yuriy Vitrenko, said that Gazprom must still pay for transit in full.",negative
"Конгрессмены прибыли в Киев из Западной Украины на поезде. Они осмотрели соседние город Бучу и село Бородянка. О возможном визите в Киев официальных лиц США писала Politico, затем информацию подтвердил президент США Джо Байден",neutral
"At the same time, the Italian company refused to amend the current contracts between the parties at the request of Gazprom Export.",positive
"The international company left the market due to the situation in Ukraine, its Russian division was bought by local top managers. It will continue to operate, but under a different brand",positive
"Импорт природного газа из России в Финляндию приостановлен, в течение всего летнего сезона компания будет закупать топливо у других поставщиков по трубопровода Balticconnector, говорится на сайте финского газового оператора Gasum.",negative
"В июне неизвестные два раза выкладывали в Сеть таблицы с персональными данными — сначала с внутренними аккаунтами «Ростелекома», а затем с информацией пользователей сервиса «Умный дом»",negative
"Aeroflot employees complain about the reform of the 2,000-person technical service unit — specialists fear layoffs. The carrier denies this risk: the company is creating the largest technical services provider",negative
"VK подписала соглашение о покупке сервисов «Яндекса» — агрегатора новостей «Яндекс.Новости» и платформы для блогеров «Яндекс.Дзен», сообщили в пресс-службах обеих компаний.",positive
"Группа ПИК, крупнейший застройщик жилья, стала совладельцем стартапа по разработке технологий утилизации отходов. Среди них — переработка органики с помощью личинок мух и вторичное использование стройматериалов от сноса зданий",positive
"Два человека, в том числе топ-менеджер VK Владимир Габриелян, пропали в результате опрокидывания вездеходов вблизи села Шойна в Ненецком автономном округе (НАО).",negative
"Gas supply disruptions and cuts have destroyed trust in Russia as a reliable supplier, Wintershall Dea said. Gazprom cited a delay in the transfer of a turbine after repairs in Canada as the reason for the drop in gas supply",negative
"Сотрудники SpaceX написали письмо с жалобой на поведение основателя компании Илона Маска на публике, так как это негативно сказывается на репутации предприятия, пишет издание The Verge.",neutral
"O2O assets do not fit into VK's development strategy, which focuses on social networks and messengers, a source told Forbes. The company may get Delivery Club, which can then be exchanged for Novosti and Zen",neutral
Главной целью возможной сделки в Polymetal назвали «восстановление акционерной стоимости компании за счет переоценки рынком активов в Казахстане до справедливой стоимости и снижения рисков текущей деятельности»,neutral
"Russia's largest infrastructure project — the modernization of the Baikal-Amur Mainline and the Trans-Siberian Railway — has been proposed to be transferred to a concession. According to Kommersant, Gazprombank and Ruslan Baysarov's BTS-Most approached Vladimir Putin with this idea. The project proposes building several tunnels and structures and achieving a carrying capacity of 260-280 million tons by 2035, which is more than Russian Railways had planned for in its options for the third stage of the Eastern Polygon modernization. The concessionaire is ready to invest 1.5 trillion rubles, the total cost of the project is unknown. According to experts, such a large-scale concession is unlikely to be approved, but private capital will increasingly seek to participate in the expansion of the eastern corridors.",positive
"«Газпром» прекратит поставки газа Финляндии утром 21 мая, приостановка продлится до внесения оплаты в установленном указом президента России порядке",neutral
"«Ростех» попросил передать ему пакет государства в «Ростелекоме» в середине апреля. По словам источника «Коммерсанта», правительство отказало госкорпорации из-за опасений, что Минцифры лишилось бы рычагов влияния на компанию",neutral
Покупателями «Воркутаугля» стали бизнесмен Роман Троценко и экс-глава инвесткомпании А1 Андрей Тясто. Перед сделкой Троценко согласился уступить Тясто контроль в их совместной компании,neutral
"В Сеть попали документы внутренних аккаунтов «Ростелекома», в них содержится более 1 тыс. строк с именами и фамилиям, электронными адресами и телефонами. Компания начала расследование утечки",negative
"Помимо этого под санкции попала Объединенная судостроительная корпорация. Обе компании подпадают под действие указа, предусматривающего блокировку активов",negative
"VK подписала соглашение о покупке сервисов «Яндекса» — агрегатора новостей «Яндекс.Новости» и платформы для блогеров «Яндекс.Дзен», сообщили в пресс-службах обеих компаний.",positive
"Russia imposes sanctions on 61 more American citizens, including the heads and management of the Treasury Department, the Energy Department, Netflix, Moodie's, NASDAQ and Fitch Group. In total, Moscow has imposed restrictive measures against 963 US citizens",neutral
"Next week, the European Union will charge Apple with violating antitrust laws, the Financial Times reports, citing four sources.",negative
"СПБ Биржа предупредила о возможной приостановке торгов ценными бумагами иностранных эмитентов, сообщается на сайте учреждения.",neutral
"Elon Musk asked Twitter users whether the company's headquarters should be turned into a homeless shelter, since ""nobody goes there anyway."" The Amazon founder approved the proposal",neutral
Apple Reports Record Quarterly Revenue of $83 Billion,negative
"VK will use Yandex.News and Yandex.Zen technologies to improve its own recommendation services, according to market participants interviewed by Kommersant. Zen, in particular, could be merged with the Pulse platform, which, according to VK, already hosts 5,000 authors. News will likely appear in the Current tab of the VKontakte app. The deal could cost VK up to 5 billion rubles, experts believe, and the holding will have to spend additional funds to maintain traffic, since VK does not have its own equivalent of Yandex's main page.",positive
"«Газпром» отправил своим клиентам в Европе письмо, в котором заверил, что оплата газа в рублях не будет считаться нарушением введенных против России санкций, сообщает Bloomberg.",neutral
"По данным “Ъ”, Siemens Energy 24 июля передала «Газпрому» экспортную лицензию Канады, позволяющую ремонтировать и транспортировать газовые турбины для «Северного потока». Теперь, чтобы Siemens могла ввезти турбину в Россию, «Газпром» должен изменить базис доставки машины с канадского Монреаля на конечный пункт в РФ. Из-за бумажных проволочек турбина уже пропустила паром, которым должна была уйти из Германии в Хельсинки 23 июля. Если стороны успешно обменяются документами, транспортировка машины может произойти в ближайшие несколько дней. Но источники “Ъ” сомневаются, что доставка турбины приведет к росту прокачки по «Северному потоку»: еще несколько машин нуждаются в ремонте.",neutral
"The investigation insisted that Aleksandrov had organized the conclusion of contracts for the provision of legal assistance, although there was no need for this. Other defendants in the case - lawyers - received 6-6.5 years",negative
Gas supplies via Blue Stream have resumed. Scheduled work has been underway on the pipeline since May 17,positive
"In Poland, about 500 railway tank cars with liquefied petroleum gas were left idle after the introduction of sanctions, which affected, among others, NOVATEK and Novatek Green Energy. Earlier, the country began to experience gas supply interruptions",negative
"Musk will be given access to information he demanded to find out how many fake Twitter accounts there are, sources told The Washington Post. The social network insists that no more than 5% of them are fake, Musk is sure of 20%.",neutral
"Vladimir Litvinenko transferred a 20.60% stake in PhosAgro's share capital to his wife Tatyana Litvinenko, the company's website reports.",positive
"Президент Украины Владимир Зеленский высказал премьер-министру Канады Джастину Трюдо недовольство о том, что его правительство решило вернуть турбину для российского газопровода «Северный поток».",neutral
"Транспортировка газа по трубопроводу «Турецкий поток» возобновилась, сообщил «Газпром» в своем Telegram-канале.",positive
"Чистый убыток ""Юнипро"" в 1 полугодии 2022 года по РСБУ составил 12,8 млрд рублей против прибыли в размере 7,79 млрд рублей в 1 полугодии 2021 года, сообщила компания. Убыток связан с проведенным в 1 квартале 2022 года обесценением активов в сумме 32 млрд рублей в результате изменения прогноза макроэкономических показателей на фоне геополитической обстановки.
Валовая прибыль за 1 полугодие текущего года увеличилась на 60,8% и составила 16,7млрд рублей.
В 1 полугодии 2022 года выручка ""Юнипро"" увеличилась на 20,9% по отношению к аналогичному периоду прошлого года и составила 54,7 млрд рублей.",negative
"In the coming months, the feature will be available to users of a paid Twitter Blue subscription. In 2020, former Twitter CEO Jack Dorsey said that the edit button would probably never appear on the social network",positive
"В числе потенциальных покупателей «Кухни на районе» — петербургские сервисы «2 Берега» и «Dostaевский». В конце марта источники РБК сообщали, что VK и «Сбер» рассматривают продажу сервиса в том числе «Яндексу»",positive
"«Аэрофлот» открыл продажи авиабилетов из Москвы на Пхукет, следует из данных в системе бронирования авиакомпании.",positive
"Соцсеть с мая 2013 года по сентябрь 2019 года вводила в заблуждение пользователей по поводу использования персональных данных, утверждают американские власти",negative
Gazprom reported that on July 15 it asked Siemens to provide documents that would allow it to remove a gas turbine engine for a “critically important facility” of the Nord Stream gas pipeline – the Portovaya compressor station (located in the Vyborg area).,neutral
Илон Маск подал встречный иск к Twitter из-за сорвавшейся сделки по покупке социальной сети. При этом миллиардер попросил суд сохранить в тайне подробности встречного иска,neutral
"Российский рынок начал торги четверга повышением индикаторов: рублевый индекс МосБиржи в первые минуты торгов прибавил 0,65% до 2210,38 пункта, долларовый РТС поднялся на 1,6% до 1172,41 пункта.
Лидируют акции ""Селигдара"" (+3,16%), эмитент теперь торгуется в первом котировальном списке, а также ""Магнита"" (+2,17%) на фоне публикации квартальной отчетности, ""РусГидро"" (+1,68%), которая сегодня отчитается по РСБУ.
В числе аутсайдеров - недавние фавориты: CIAN(-3,16%), Ozon(-0,91%), группа ЛСР (-0,18%).
На сырьевом рынке цены на нефть возобновили рост на фоне статистики по запасам в США за неделю, показавшей сокращение резервов бензина. Сентябрьский фьючерс на марку Brent подорожал на 1,26% до $107,96 за баррель,контракт на сорт Light - на 1,73% до $98,94 за ""бочку"".
На валютной секции Мосбиржи рубль укрепляется к корзине валют. Доллар подешевел на 0,77% до 59,42 рубля, евро - на 0,25% до 60,58 рубля.
",positive
"Если найдется покупатель, Газпромбанк рассчитывает завершить сделку к концу третьего квартала 2022 года. Его швейцарская «дочка» в основном занимается торговым и экспортным финансированием",neutral
"Shareholders have filed a class action lawsuit against streaming service Netflix, accusing the company of publishing a misleading report about slowing subscriber growth in order to commit securities fraud, Axios and Reuters report.",negative
Получение соответствующего письма подтвердили Uniper и RWE. Пункт о форс-мажоре касался поставок с 14 июня — тогда «Газпром» объявил о сокращении прокачки газа по «Северному потоку»,negative
"MOSCOW, July 28 - RIA Novosti/Prime. Novatek intends to transfer the unfinished work due to EU sanctions on the construction of capacities for the first and second lines of the Arctic LNG 2 liquefied natural gas (LNG) plant to new contractors, the Kommersant newspaper reports, citing a source familiar with the progress of the project. The publication, citing sources who carried out the contracts, reports that the engineering companies Technip and Saipem have suspended work on the project due to the risks of sanctions. Instead, the work will be transferred to two new contractors - Nova energies, controlled by NIPIGAZ, and Green Energy Solutions LLC, an unknown company to the market, registered in the UAE. The gas liquefaction lines for the future Arctic LNG 2 plant are being built at a shipyard in Murmansk on gravity-based structures (GBS), which will then be transported by sea to the Ob Bay to the installation site at the Utrenneye terminal, next to the Utrenneye field. GBSs are concrete platforms on which modules with gas liquefaction equipment will be placed.
The publication notes that the contract for the design and casting of three GBSs was initially concluded with Saren B.V., a joint venture between the Italian oilfield services company Saipem and the Turkish Renaissance Heavy Industries. And the French Technip was responsible for the design and construction of the upper structures (the modules with equipment). New contractors will also build the third GBS, work on which is currently frozen, the newspaper's sources suggest. At the Arctic LNG 2 plant, Novatek planned to build three liquefaction lines with a capacity of 6.6 million tons per year each, the launch of the first line is scheduled for 2023, the second for 2024, and the third for 2025. However, due to the fifth package of EU sanctions, which prohibit the supply of gas liquefaction equipment and technologies to Russia, Novatek's projects have encountered a number of financial and technical difficulties. However, Kommersant recalls that in June, Novatek CEO Leonid Mikhelson said that the company would be able to launch the plant on time, despite the problems. According to experts cited by the publication, the renewal of contracts looks like an opportunity to ensure a smooth transfer of obligations from companies that are forced to stop working due to European sanctions, which prohibit only direct contracts for the supply of equipment, but not the direct construction of facilities. However, the problem still remains how to purchase and deliver the necessary equipment to Russia under these sanctions.",neutral
"В квартире на западе Москвы обнаружили три тела. Погибли бывший вице-президент Газпромбанка Владислав Аваев, его жена и дочь",negative
"After the news of additional capitalization of 107 billion rubles, Aeroflot shares initially rose by more than 8%, but then rolled back a little",positive
"Gazprom rejected Nasha Niva's data on Belarus' delays in gas payments due to the sharp strengthening of the Russian ruble, which made the price unprofitable. Lukashenko urged ""not to overdo it"" with ruble strengthening",positive
"Polymetal has stopped selling Russian-produced bars on the domestic market due to the discounts that banks offer to buy gold. Gold and silver bars are exported in order to obtain a price close to the world price. In addition, Western sanctions have indirectly excluded the port of St. Petersburg from logistics, through which concentrate was delivered to Antwerp. Another consequence of the sanctions has been problems with equipment supplies. According to experts, the gold mining industry is significantly dependent on imported equipment, which will affect gold production in the future.",negative
"The prosecutor's office in Moscow's Gagarinsky Court demanded almost the maximum punishment for the defendants in a criminal case on the theft of Aeroflot funds in the amount of about 250 million rubles. According to the prosecution, inflated rates for the work of external lawyers Dina Kibets and Alexander Slivko were set in contracts for the provision of legal services by Aeroflot Deputy General Director Vladimir Alexandrov and department head Tatyana Davydova. The prosecutor's office proposed sentencing each of the defendants to nine years in prison and a fine of 1 million rubles. In addition, the supervisory agency demanded that a civil claim against the defendants in the amount of more than 120 million rubles be satisfied. The defense was shocked by the prosecutor's proposal and intends to refute all the prosecution's arguments.",negative
"Uniper and RWE confirmed receipt of the corresponding letter. The force majeure clause concerned deliveries from June 14, when Gazprom announced a reduction in gas pumping through Nord Stream",negative
"«Газпром» опубликовал часть переписки с немецкой компанией Siemens Energy, обслуживающей газовые турбины для «Северного потока», и документы о состоянии двигателей на компрессорной станции (КС) «Портовая».",positive
"Russia imposes sanctions on 61 more American citizens, including the heads and management of the Treasury Department, the Energy Department, Netflix, Moodie's, NASDAQ and Fitch Group. In total, Moscow has imposed restrictive measures against 963 US citizens",neutral
"German Bayer is trying to recover more than 400 million rubles from Russian Nativa, Pharmasyntez and its counterparty through the courts. The dispute could have revolved around analogues of the oncology drug developed by Bayer based on sorafenib. Lawyers believe that the copyright holder will be able to compensate 0.5% of the total amount of generics sold at best. The worst-case scenario in the current conditions involves refusing to protect intellectual property rights in Russia for the benefit of society for pharmaceutical companies from “unfriendly” countries.",negative
Nvidia has stopped renewing and selling licenses for its software to Russian companies. Kommersant wrote that this step could complicate the work of supercomputers of a number of Russian companies,positive
"The Gazprom Group has recalled its representatives from the management bodies of Gazprom Germania GmbH and the companies it controls, Gazprom’s Telegram channel reported.",negative
"TGC-2's net profit under RAS in the first half of 2022 decreased by 41.6% year-on-year to 1.642 billion rubles, according to the company's financial statements.
Revenue decreased to 22 billion 869.3 million rubles, which is 5.3% lower than in the same period of 2021.
In the first quarter of 2022, net profit amounted to 2 billion rubles against 2.6 billion rubles a year earlier.",neutral
"O2O-холдинг — cовместное предприятие «Сбера» и VK (бывшая Mail.ru Group) — продаст часть активов сервиса такси «Ситимобил» управляющей компании PeoplePeople (в ее портфель входят «Грузовичкоф», «Таксовичкоф» и другие компании), говорится в сообщении «Сбера».",positive
PepsiCo will begin shipping its new local lemonades to Russia in early June to replace Pepsi and Mirinda.,positive
"Европа продолжает получать российский газ транзитом через Украину, сообщил официальный представитель «Газпрома» Сергей Куприянов, передает ТАСС.",positive
"Sellers offer to join foreign family accounts. Experts call most of the ads fraudulent, the publication writes",neutral
"МТС приобрела контроль в компании «Гольфстрим охранные системы», специализирующейся на предоставлении услуг безопасности и «умного дома», говорится в сообщении пресс-службы МТС, поступившем в РБК.",positive
"The company's top manager, Kirill Polous, explained that currency competition is emerging on the market between pipeline gas supplies and LNG, so the introduction of a mechanism to eliminate it is becoming increasingly important.",neutral
"Earlier, the American company announced that it was accelerating its exit from the Russian market. At the same time, the Financial Times notes, Citi may still retain its license to operate in Russia and maintain some form of presence in the country.",positive
"В компании поясняют, что из-за сокращения объемов отгрузки мазута после введения санкций образовался избыток топлива в хранилищах. ЛУКОЙЛ предлагает перенаправить мазут в качестве топлива на ТЭЦ",positive
"The new director of legal affairs and corporate relations of the company is Zhanna Sedova, she will replace Stefan Maurice Zweguintzov. Enel Russia is a Russian generating company, a subsidiary of the Italian Enel",neutral
"re: Store has closed several locations in different cities in Russia, and four iPort stores have stopped working in St. Petersburg. A Kommersant source explained the closure by low demand and a shortage of goods",negative
The head of Germany's Wintershall sees Russia's actions in Ukraine as a turning point and the end of an era of intensive and long-standing economic cooperation between Moscow and Berlin. The company has written off €1.5 billion in Russia-related assets,negative
"Twitter превратился в трибуну экстремистов и рупор антироссийской пропаганды, написал в Telegram генеральный директор «Роскосмоса» Дмитрий Рогозин после того, как был заблокирован его аккаунт в этой соцсети.",negative
The case against the company was opened last fall. The regulator concluded that Apple was abusing its market position by not allowing payments for purchases in apps outside the App Store.,negative
"The EU is easing a ban on deals with a number of Russian state-owned companies, including Rosneft, Gazprom Neft and Sovcomflot. They are now allowed to enter into deals with Europeans to transport oil to third countries",positive
Суточные поставки «Газпрома» в Италию будут сокращены с 34 млн до 27 млн куб. м в сутки. С 27 июля газопровод «Северный поток-1» задействован на 20% от проектной мощности,neutral
"МОСКВА, 28 июл - РИА Новости/Прайм. Французская TotalEnergies решила зафиксировать убыток от обесценения своей доли в российской компании ""Новатэк"" на общую сумму 3,5 миллиарда долларов, говорится в отчете компании.
""По состоянию на 30 июня 2022 года TotalEnergies зафиксировала в своей отчетности новый убыток от обесценения в размере 3 513 миллионов долларов США, связанный в основном с потенциальным влиянием международных санкций на стоимость ее доли в ""Новатэке"", - говорится в отчете.
Компания напоминает, что по итогам первого квартала уже фиксировала убыток от обесценения в размере 4,095 миллиарда долларов, который в основном был связан с влиянием сложившейся ситуации на проект постройки производства сжиженного природного газа (СПГ) ""Арктик СПГ 2"". С тех пор были введены новые санкции ЕС, создающие дополнительные риски для проекта, сообщается в отчете.
Французская TotalEnergies (бывшая Total) - одна из крупнейших энергетических компаний в мире, второй по величине поставщик СПГ на мировой рынок. Штат сотрудников насчитывает около 100 тысяч человек более чем в 130 странах.
В России компания владеет 19,4% в ""Новатэке"", 20% в компании ""Ямал СПГ"", 10% в компании ""Арктик СПГ 2"", 10% в перевалочных терминалах в Мурманске и на Камчатке, 49% в СП ""Тернефтегаз"". Также компания владеет 20% в Харьягинском СРП, однако TotalEnergies согласилась передать эту долю ""Зарубежнефти"".
*Сообщение носит информационный характер, не является индивидуальной инвестиционной рекомендацией или предложением приобрести упомянутые ценные бумаги.Приобретение иностранных ценных бумаг связано с дополнительными рисками",neutral
"Ukraine is going to start a new arbitration with Gazprom over a gas transit contract. Naftogaz is unhappy with the fact that Gazprom did not fully pay for the contracted capacities in May, although the Ukrainian company itself had previously deprived the monopoly of the opportunity to use part of them. According to Naftogaz CEO Yuriy Vitrenko, the proceedings on the $12 billion lawsuit against Gazprom, which Naftogaz was obliged to stop under the agreements reached at the end of 2019, will also be resumed. Experts note that the dispute is politicized, its consideration in arbitration may drag on for more than one year, and the final decision may be impossible to implement.",negative
"ЦБ прорабатывает возможность создания универсального платежного приложения для смартфона, к которому можно было бы привязать выпущенные российскими банками карты международных платежных систем. Один из вариантов — доработка «СБПэй», который сейчас внедряется банками. Однако есть риск, что в результате этот платежный сервис, который остается единственным в России, действующим на смартфонах Apple, тоже будет заблокирован.",neutral
