sentence,sentiment,sentence_length
The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades .,neutral,146
"CapMan has four investment areas ( CapMan Buyout , CapMan Technology , CapMan Life Science and CapMan Real Estate ) , and each of them has a dedicated team .",neutral,157
«Я чрезвычайно рад этому проекту и продолжению сотрудничества с Viking Line.,positive,76
RSA 's shares closed at 156.9 p at the time of going to press .,neutral,63
"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .",neutral,102
"Sanoma also has an Executive Committee , in accordance with the Company 's Articles of Association , that prepares proposals for matters to be decided or noted by the Board of Directors .",neutral,187
"Прибыль на акцию за январь-июнь 2010 года составила 0,30 евро, увеличившись на 20% по сравнению с аналогичным периодом прошлого года и составив 0,25 евро.",positive,154
In 2008 Stockmann earned 3.398 million lats in profit on 48.012 million lats in turnover .,neutral,90
"As part of the transaction , M-real and Sappi have also signed a long-term agreement on the supply of pulp and BCTMP and other smaller services and supplies .",positive,158
"The subject of the project is provide to the company like : Software programming and consultancy services , Computer-related services , Data services , Computer support and consultancy services , Internet services etc. .",neutral,220
"В консорциум по продаже входят фонды, управляемые венчурным подразделением OKO Bank, Bio Fund Management и Finnish Industry Investment, государственной инвестиционной группой.",neutral,175
"LEED is an internationally recognized green building certification system , developed by the U.S. Green Building Council .",neutral,122
"Компания имеет около 30 офисов по всему миру, и более 90 процентов ее чистых продаж приходится на долю за пределами Финляндии.",neutral,126
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,positive,109
"According to the notification , the holdings of Ameriprice Inc. and its group companies are now in total 808,973 shares , which represent 3.582 % of Tekla -¦ s shares and voting rights .",neutral,186
"Продажи в Финляндии снизились на 2,0 % , а международные продажи снизились на 9,3 % в евро и на 15,1 % в местных валютах .",negative,122
Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .,positive,60
Общая стоимость контракта составляет около 10 млн евро.,neutral,55
Стоимость заказа составляет 700 000 евро.,neutral,41
Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010 .,neutral,189
НД = Не разглашается.,neutral,21
Peigs www.peigs.se станет частью подразделения Sardus Latta Maltider Light Meals.,neutral,81
Kalmar финской компании Cargotec получил крупный заказ от Министерства обороны США.,positive,83
He confirmed his view on July 6 .,neutral,33
"К этим продуктам относятся продукты персональных коммуникаций, такие как мобильные телефоны и их детали, продукты домашних коммуникаций, такие как телевизионные приставки и электроника для телевизоров с плоским экраном, а также продукты сетей связи, такие как базовые станции, усилители для башенных установок и микроволновые системы.",neutral,334
"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH .",neutral,275
Mobile communication and wireless broadband provider Nokia Inc NYSE : NOK today set new financial targets and forecasts for Nokia and the mobile device industry and also for Nokia Siemens Networks and the mobile and fixed infrastructure and related services market .,neutral,266
Пиво немного отличается от обычных сортов пива.,neutral,47
"Finnish flexible packaging manufacturer Suominen Corporation reports net sales of EUR 54.5 mn in the first quarter of 2008 , compared with EUR 54.3 mn a year earlier .",positive,167
"После продажи Savcor Group Ltd будет включать Savcor ART, корпоративную функцию и инвестиции в Cencorp Corporation.",neutral,115
"Производство СРР будет осуществляться на существующем экспортно-ориентированном предприятии EOU на заводе Wartsila в Хополи, недалеко от Мумбаи.",neutral,144
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",positive,102
Чистая прибыль от продаж и операционная прибыль стали рекордно высокими за всю историю компании.,positive,96
"Операционный результат показал убыток в размере 2,9 млн евро, тогда как годом ранее была зафиксирована прибыль в размере 0,6 млн евро.",negative,134
"Результат до уплаты налогов снизился почти до 14,5 млн евро по сравнению с почти 20 млн евро в предыдущем отчетном периоде.",negative,123
"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009 .",positive,98
"Компания подтвердила свою оценку более низкого дохода за весь 2009 год по сравнению с прошлым годом в размере 93,9 млн евро, как указано в промежуточном отчете от 5 августа 2009 года.",negative,183
Завершение сделки зависит от окончательного соглашения и процесса комплексной проверки.,neutral,87
"На четырех заводах по производству красок Tikkurila Powder Coatings работают около 50 человек, а выручка в 2010 году составила 2,4 млн евро и 3,3 млн долларов США.",neutral,163
The appointments will be in force until the new CEO has been appointed .,neutral,72
"Консолидированная прибыль до налогообложения снизилась на 69,2 % до 41,0 млн евро с 133,1 млн евро в 2007 году.",negative,111
"Его разработкой занимается Symbian — консорциум по лицензированию программного обеспечения, возглавляемый Nokia.",neutral,112
"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .",negative,127
"- The Group -¦ s cumulative sales during the review period were EUR 48.2 million EUR 53.1 million , 1-9/2007 and profit before taxes was EUR 1.2 1.4 million .",neutral,158
"Однако чистая прибыль компании за третий квартал снизилась до 1,4 млн евро по сравнению с 1,5 млн евро за аналогичный период 2009 года.",negative,135
"Liquid handling products include electronic and mechanical pipettes , disposable tips as well as pipette maintenance and calibration services for research institutions , healthcare and industrial laboratories .",neutral,210
"По данным агентства Рейтер, банк жилищного кредитования Sampo, подразделение финского банка Sampo Bank, оценил свои облигации на сумму 1 млрд евро (1,3 млрд долларов США) в 99,889%.",neutral,181
"На конец марта 2009 года объем кредитов компании составил 10,113 млн евро.",neutral,74
"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said .",neutral,129
"In a release on Oct. 28 , Peab said the two businesses will continue to be conducted under the brands Cliffton and Stockholm Entreprenad , both part of the Peab Group .",neutral,168
Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,negative,104
"Операционная прибыль составила 6,7 млн ​​евро, что ниже показателя за аналогичный период 2005 года в 7,2 млн евро.",negative,114
"В Чешской Республике небольшое профилирующее предприятие в Остраве будет закрыто, а оборудование будет постепенно перемещено на более крупные заводы Ruukki в Венгрии, Польше и Румынии к концу первого квартала 2009 года.",neutral,219
"Картоноделательная машина с шириной сетки 6,25 м и расчетной скоростью 900 м/мин будет производить около 1400 тонн коробочного картона в день.",neutral,142
"На долю энергетического сектора пришлось около 33 %, а на сталелитейную промышленность — около 57 % объема перевозок.",neutral,117
"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki .",neutral,203
Два других сайта будут включены позже.,neutral,38
Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .,neutral,56
Решение будет установлено в США для поддержки операций заказчика в Северной Америке.,neutral,84
Teleste имеет около 30 офисов по всему миру и котируется на бирже Nordic Exchange в Хельсинки.,neutral,94
Мелкий шрифт здесь.,neutral,19
The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006 .,positive,96
"( Представитель WWD сообщил, что следует ожидать 50/50 сочетания одежды и предметов домашнего обихода. )",neutral,104
"Московский метрополитен (www.mosmetro.ru) стал первой метрополитенной системой в Европе, которая в 1998 году внедрила смарт-карты одновременно с новым типом магнитных карт.",neutral,172
Общая стоимость заказов составляет 45 млн евро.,neutral,47
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",negative,122
"Операционная прибыль составила 1,6 млн евро в 2005 году по сравнению с 5,9 млн евро в 2004 году.",negative,96
"Семьдесят три из них также прошли более обширную подготовку по продуктам, созданным на основе новейших технологий ArchestrA, таких как Wonderware System Platform.",neutral,162
The capital structure of Solidium may be complemented by other financial instruments in the future .,neutral,100
"Оборудование будет производиться на заводе Vaahto в Холлоле (Финляндия), а поставка запланирована на первый квартал 2009 года.",neutral,126
"Банк также изучает преимущества перевода шведского бизнеса в формат филиала, чтобы его деятельность регулировалась законами Финляндии.",neutral,134
No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .,neutral,103
Общая мощность контрактов составляет 72 МВт.,neutral,44
"Однако операционная прибыль снизилась почти до 1,7 млн ​​евро.",negative,62
The company did not disclose the price of the acquisition .,neutral,59
"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % .",negative,99
The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 .,positive,72
"Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA .",positive,203
"Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees .",neutral,106
"в первом квартале 2010 года 18 мая 2010 г. - Финский производитель электрокомпонентов Salcomp Oy (HEL: SAL1V) сегодня сообщил о получении чистой прибыли в размере 1,6 млн евро в первом квартале 2010 года по сравнению с убытком в размере 2 млн евро за аналогичный период прошлого года.",positive,284
"Чистый объем продаж в прошлом году вырос до 68,3 млн евро с 62,2 млн евро.",positive,74
"Чистая прибыль упала почти вдвое до +5,5 млн. евро с +9,4 млн. евро на конец 2007 года.",negative,87
"ХЕЛЬСИНКИ Thomson Financial - Акции закрылись без существенных изменений, при этом Cargotec и Huhtamaki резко упали на фоне разочаровывающих отчетов за второй квартал.",negative,167
"- Спрос на каминную продукцию оказался ниже ожидаемого, особенно в Германии.",negative,76
"The offer of some 30 million shares aimed to raise more than  x20ac 500 million US$ 640 million , was expected to be completed by Oct. 9 , Outokumpu said .",neutral,155
"Besides , as there is no depositor preference in Finland , senior debt and deposits rank on a par , which is also taken into consideration , the agency added .",neutral,159
"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .",positive,207
"Компания управляет электростанциями в Тюменской и Челябинской областях, а также в Ханты-Мансийском автономном округе.",neutral,117
"In Q1 of 2010 , Bank of +àland 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",positive,95
"Однако операционная маржа снизилась с 15,1% до 14,4% из-за низкой эффективности корпоративных решений.",negative,102
"Компания F-Secure, разработчик решений по обеспечению безопасности как услуги для интернет-провайдеров и операторов мобильной связи, объявила результаты своего ежегодного онлайн-опроса о благополучии.",neutral,200
"По объему производства основное внимание уже сосредоточено за пределами Финляндии, поскольку 60% продукции группы производится в Польше и странах Балтии.",neutral,153
Sunrise Resources operates in Russian near-shore development markets through its wholly-owned Russian subsidiary and has 80 % of its personnel in Russia .,neutral,154
"Эта реализация очень важна для оператора, поскольку он собирается запустить свою услугу конвергенции фиксированной и мобильной связи в Бразилии. См. Бразилия: 8 мая 2006 г.: .",neutral,175
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,negative,94
"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .",positive,106
"По завершении продажи Proha получит около 12,7 млн ​​долларов США за свою долю в Artemis.",neutral,89
"An  of the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed of said correlation function matrix .",neutral,141
Satama и Trainers' House останутся как названия и независимые бренды бизнес-направлений.,neutral,88
"Компания заявила, что ожидается, что чистый объем продаж за весь год увеличится примерно на 10%.",positive,96
"Компания Sanoma Learning & Literature, предлагающая печатные и цифровые учебные материалы, представлена ​​в одиннадцати странах.",neutral,128
"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''",positive,226
"Меры по повышению эффективности 20 января 2010 г. - Финский розничный продавец канцелярских товаров и подарков Tiimari HEL: TII1V заявил сегодня, что продолжит повышать свою операционную эффективность, сосредоточившись на своих основных прибыльных операциях.",positive,258
It will also strengthen Ruukki 's offshore business .,positive,53
Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,positive,89
"Г-н Микко Саавалайнен, руководитель отдела глобальных продаж компании Comptel, заключает: «Gibtelecom представляет собой прекрасную иллюстрацию разнообразных деловых, технических и нормативных проблем, с которыми сегодня сталкиваются операторы в своих OSS».",neutral,257
"When dialing in , the participants should quote 877417 as conference ID .",neutral,73
"По данным Finnair Technical Services, эта мера обусловлена, прежде всего, ситуацией с занятостью.",neutral,97
Стоимость заказа составила более 15 млн евро.,neutral,45
"Рентабельность (EBIT%) составила 13,6% по сравнению с 14,3% во втором квартале 2009 года.",negative,89
"Операционная прибыль составила 83,0 млн евро, что выше показателя в 23,5 млн евро в аналогичном периоде предыдущего года.",positive,121
The duration of the contract is 37 months .,neutral,43
Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 .,positive,63
Инициативы по развитию бизнеса в Северной Америке возглавляет Линн Шанахан.,neutral,75
"F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities .",neutral,144
"Компания обслуживает клиентов в различных отраслях промышленности, включая перерабатывающую промышленность и ресурсы, промышленное машиностроение, архитектуру, строительство, электротехнику, транспорт, электронику, химическую, нефтехимическую, энергетическую и информационную промышленность, а также сферу общественного питания и бытового обслуживания.",neutral,352
Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's shares and votes .,neutral,93
Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,neutral,110
Общая сумма пожертвования составляет 1 115 000 евро.,neutral,52
The shares shall be acquired according to the Rules of NASDAQ OMX Helsinki and otherwise according to the rules related to acquisition of the company 's own shares .,neutral,165
"Акции будут приобретаться в соответствии с разделом 5 правил NASDAQ OMX Helsinki и другими правилами, применимыми к приобретению собственных акций.",neutral,147
"Стоимость заказа составила 12,2 млн долларов США.",neutral,49
"Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by utilising its existing financing facilities .",neutral,270
"Дочерняя компания Lemminkainen Infra Oy, Lemminkainen Sverige AB, будет выполнять строительные работы, которые, как ожидается, начнутся в начале 2011 года и будут завершены летом 2013 года.",neutral,189
"This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : .",neutral,161
"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier .",negative,113
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .",positive,108
The value of the order is USD 2.2 mn .,neutral,38
"По данным компании, в отделе НИОКР компании Kemira работают около 750 человек.",neutral,78
The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present .,neutral,134
"Обратные рейсы из Штутгарта будут осуществляться каждое утро, а также вечерние вылеты по четвергам, пятницам и воскресеньям.",neutral,124
"Операционная прибыль составила 5,5 млн евро, увеличившись с -0,7 млн ​​евро.",positive,76
"Finnish drug distributor and wholesaler Oriola-KD Oyj said on October 11 , 2006 it named Anne Kariniemi vice president of its Logistics and Sourcing department as of January 15 , 2007 .",neutral,185
"Благодаря быстрому расширению рыночная доля Tallink по пассажирским перевозкам через порт Таллинна Садам в ноябре составила 55 процентов против 45,7 процентов в ноябре 2005 года.",positive,178
"The record date for dividend distribution is March 14 , 2008 .",neutral,62
"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .",positive,197
"Продукция для очистки воды в США, Канаде, Мексике, Австралии и Бразилии Сегодня компания Global Research & Data Services собирается опубликовать несколько аналитических отчетов о рынках продукции для очистки воды в некоторых избранных странах.",neutral,243
"Altona заявила, что частная компания председателя Altona Кевина Мэлони, Tulla Resources, воспользуется своими правами в полном объеме.",neutral,134
at 9:00 EET Alma Media 's Annual Report for 2009 is scheduled to be published in calendar week 9 .,neutral,98
Компания Cargotec Germany GmbH получила контракт от Stadtverwaltung Mainz на поставку кузовов шасси в рамках открытой процедуры.,positive,128
"Операционный убыток составил 0,8 млн евро по сравнению с прибылью в 3,9 млн евро годом ранее.",negative,93
"The floor area of the Yliopistonrinne project will be 7,900 sq m and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",neutral,168
"Okmetic ожидает, что ее чистый объем продаж за первую половину 2009 года будет меньше, чем в 2008 году.",negative,103
"В Чешской Республике к концу первого квартала 2009 года будет закрыто профилирующее предприятие в Остраве, а оборудование будет перемещено на более крупные заводы Ruukki в Венгрии, Польше и Румынии.",neutral,198
"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",positive,163
"По данным AC Nielsen за 2008 год, ее доля на рынке составляет 6 процентов.",neutral,74
"По словам министра местного самоуправления и финансовых рынков Швеции Матса Оделла, решение о продаже акций государства в телекоммуникационной группе TeliaSonera может быть принято только в сотрудничестве с государством Финляндия.",neutral,230
"QPR ProcessGuide доступен как системное решение с централизованным хранением и управлением содержимым процесса, а также как автономная настольная версия — QPR ProcessGuide Xpress.",neutral,179
"Операционная прибыль увеличилась до 14,0 млн евро с 4,9 млн евро за аналогичный период 2005 года.",positive,97
Incap Contract Manufacturing является дочерней компанией финской корпорации Incap.,neutral,82
"« Sanoma — покупатель, а не цель » , — сказал он .",neutral,50
The Department Store Division reported an increase in sales of 4 per cent .,positive,75
"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros .",neutral,140
The profit after taxes was EUR 57.7 11.1 million .,neutral,50
"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007 .",neutral,197
"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",negative,210
"Он оснащен сенсорным ЖК-экраном для выбора желаемой функции, а цены начинаются от 4805 фунтов стерлингов.",neutral,105
"Столица штата Юта хотела стать следующей американской штаб-квартирой Amer Sports Corp., компании по производству горнолыжного оборудования.",neutral,139
It has80 branches in Finland with annual revenue in Finland of ?,neutral,64
"Прибыль за отчетный период увеличилась с 2,9 млн евро до 10,5 млн евро.",positive,71
"Stora Enso Oyj заявила, что ее результат за второй квартал снизится вдвое по сравнению с аналогичным периодом 2007 года.",negative,120
"На 17-й неделе 2006 года Finnlines объявит, какие меры она предпримет для решения этой ситуации.",neutral,96
"Typical end-uses include roof structures , floorings , walls and ceilings , non-visible structures in vehicles , packaging and boxes , construction site structures , fencing and shelters , and formwork with a limited number of concrete pourings .",neutral,246
"Bilfinger investors cheered the agreement , pushing shares up 7 % , or & euro ; 3.30 , to & euro ; 50.29 , in afternoon trade .",positive,127
В письме министру экономики зарегистрированная на бирже эстонская судоходная компания Tallink просит одобрить право на 15-процентное снижение портовых сборов в 2010 году.,neutral,170
"In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009 .",positive,138
"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier .",negative,192
"Amanda Capital инвестирует в 22 фонда прямых инвестиций и в более чем 200 некотируемых компаний, в основном в Европе.",neutral,117
The move was triggered by weak demand for forestry equipment and the uncertain market situation .,negative,97
"The power supplies , DC power systems and inverters designed and manufactured by Efore , and systems incorporating them are used in many different applications .",neutral,161
"Денежный поток от хозяйственной деятельности составил 0,4 млн евро по сравнению с отрицательным показателем в размере 15,5 млн евро в первой половине 2008 года.",positive,160
There have not been previous share subscriptions with 2004 stock options .,neutral,74
Количество акций класса А осталось неизменным и составило 9 526 089 акций.,neutral,74
"The Tecnomen Convergent Charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls , raw data traffic and any type of content services in both mobile and fixed networks .",neutral,237
Сегмент катализаторов включает в себя категории продуктов катализаторы нефтепереработки и полиолефиновые катализаторы.,neutral,118
"Также прибыль на акцию (EPS) составила 0,08 евро против убытка на акцию в размере 0,04 евро.",positive,92
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive,212
"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .",negative,92
"«Альфа-групп» будет иметь 43,9% голосующих акций в новой компании, а «Теленор» — 35,4%, а в свободном обращении будет находиться 20,7%.",neutral,135
The writing and publication of Lemmink+ñinen -¦ s history is a continuation of earlier collaboration between Antti Tuuri and the company .,neutral,138
The situation of coated magazine printing paper will continue to be weak .,negative,74
"В компании работает около 410 сотрудников, а годовой оборот составляет 65,4 млн евро. Vaahto Group котируется на бирже Nordic Exchange в Хельсинки.",neutral,147
"- Продажи Группы за отчетный период составили 31,6 млн. евро (36,6 млн. евро, 1-6/2007), а прибыль до налогообложения составила 0,21,3 млн. евро.",neutral,145
"В странах Балтии продажи упали на 42,6%.",negative,40
"После сделки M-real будет владеть 30% акций Metsa-Botnia, а UPM — 17%.",neutral,70
"Консолидированная операционная прибыль без учета единовременных статей составила 30,6 млн евро, что выше показателя в 29,6 млн евро годом ранее.",positive,144
`` В 2005 году спрос на спортивное оборудование был хорошим.,positive,60
"Портфель заказов Группы сократился с 42,9 млн евро в сентябре 2007 г. до 33,3 млн евро в феврале 2008 г.",negative,104
"В апреле-июне 2008 года чистый объем продаж Scanfil составил 58,7 млн ​​евро, а операционная прибыль — 6,6 млн евро.",neutral,116
"Last July , the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of France , where it already operates a hook manufacturing and distribution unit .",neutral,216
Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,negative,71
"The total floor area of the plant expansion is 29,000 square metres .",neutral,69
"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .",positive,116
After 1 April 2007 Cencorp will not have any own employees in the territory .,neutral,77
Новые карты SEPA заменят финские банковские карты.,neutral,50
"Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % .",negative,95
"Компания добавила, что цены на контейнеровозы варьируются от 700 000 до 900 000 евро за единицу.",neutral,96
No financial details of the deployment were disclosed .,neutral,55
"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .",negative,70
"Sales climbed 19.2 pct to 1.002 bln eur , surpassing the 953 mln eur consensus figure .",positive,87
"Rapala заявила, что, по ее оценкам, она сможет сэкономить 1–2 млн евро в год за счет централизации своих французских операций на одной площадке.",positive,144
"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .",neutral,115
"Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense .",neutral,193
"Оборудование предназначено для логистического терминала Bollore Africa компании Societe d'Exploitation du Terminal de Vridi SETV в Абиджане, Кот-д'Ивуар, а начало поставки запланировано на март 2010 года.",neutral,204
The company did not distribute a dividend in 2005 .,neutral,51
"Trading in the new shares , which have right to dividends and other distributions of funds , will start on the exchange in Helsinki tomorrow .",neutral,142
"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",positive,218
"Это включает в себя изменение справедливой стоимости инвестиционной недвижимости на 39,5 млн евро.",neutral,98
"Подразделение по подключению имеет более 100 клиентов, пользующихся электронными счетами, а количество ежегодных транзакций составляет почти один миллион.",neutral,154
"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business .",positive,155
"В Финляндии Банк +àland сообщает, что его операционная прибыль упала до 6,1 млн евро во втором квартале 2008 года с 7,5 млн евро во втором квартале 2007 года.",negative,158
"Салонен добавил, что данные показывают, что запасы целлюлозы у производителей в Северной Америке сокращаются.",negative,109
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",positive,181
"Компания Uponor улучшила свои показатели, несмотря на спад объемов жилищного строительства в США.",positive,97
"Прибыль до налогообложения составила 5,4 млн евро, что выше показателя в 3,6 млн евро годом ранее.",positive,98
"Объем продаж компании составляет около ( евро ) 35 миллионов ( $ 44 миллиона ) , и она отвечает за продажи и маркетинг бизнеса химикатов для бумажной промышленности компании Lanxess , который компания Kemira купила за ( евро ) 88 миллионов в начале этого года ( CW , 11 января , стр. 22 ) .",neutral,290
Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .,negative,63
"It is being developed by Symbian , the software licensing consortium led by Nokia .",neutral,83
Operating profit of the Asian plants grew markedly .,positive,52
Отчет будет отправлен по электронной почте в течение 2 рабочих дней с момента заказа.,neutral,85
"Магазин мобильных приложений Samsung был запущен в январе 2009 года программой Samsung Mobile Innovator, которая позволяет разработчикам мобильного программного обеспечения создавать приложения для использования на мобильных устройствах Samsung.",neutral,245
"Финский производитель стали Rautaruukki Oyj (Ruukki) заявил 7 июля 2008 года, что он выиграл контракт стоимостью 9,0 млн евро (14,1 млн долларов США) на поставку и монтаж стальных пролетных строений для проекта моста Partihallsforbindelsen в Гетеборге, на западе Швеции.",positive,270
The total value of the contract is some EUR 8 million .,neutral,55
Сокращения будут завершены к осени 2010 года.,neutral,45
"ADPnews - Jul 17 , 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL : RTRKS said today it slipped to a net loss of EUR 184 million USD 259.7 m for the first half of 2009 from a net profit of EUR 2",negative,207
The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities .,neutral,174
"`` BasWare 's product sales grew strongly in the financial period , by 24 percent .",positive,83
The company will be part of Teleste 's Video and Broadband Solutions business area .,neutral,84
Lieksaare Oy has earlier been regarded under the control of Saarelainen Oy and the individual shareholders under the shareholder agreement .,neutral,140
"В январе-сентябре 2007 года чистый объем продаж Finnlines вырос до 505,4 млн евро с 473,5 млн евро за аналогичный период 2006 года.",positive,131
"Операционная прибыль увеличилась с 11,2% до 11,7%.",positive,50
"Ruukki Group подсчитала, что потери в результате провала проекта составили 4 млн евро.",negative,86
"Ожидание Мэгги Рэмси и тысяч гидов, рыболовов и других людей из Орегона и Вашингтона, которые посещают его частые семинары, почти подошло к концу.",neutral,146
"Лизинговое подразделение банка Nordea Liising завершило год с прибылью в размере 4,4 млн евро.",neutral,94
The business area 's net sales were slightly over 2m in 2006 .,neutral,62
"Nordea также оказался самым дешевым вариантом для пары в возрасте 30 лет, имеющей долги.",neutral,88
"At some point , it will spread also to Iran and Iraq .",neutral,54
"The fair value of the investment properties totaled EUR 2,534.9 mn , up from EUR 2,455.1 mn in 2006 .",positive,101
The annual net sales of the unit is some EUR 5 million and it currently employs some 55 people .,neutral,96
Стоимость заказа составляет почти 400 млн евро.,neutral,47
"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .",positive,260
"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",negative,248
